time,magnetic,gas_max,gas_min,gas_mean,gas_number,yudamari_number,yudamari_temp,kakouwall_temp,tilt1_NS,tilt1_EW,tilt2_NS,tilt2_EW
2012-11-21,-612.8000000000029,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.28594375,3.5940181666666664,0.0,0.0
2012-11-22,-612.3000000000029,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.30117575,3.574958333333333,0.0,0.0
2012-11-23,-612.6999999999971,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.3072943333333331,3.5632864166666667,0.0,0.0
2012-11-24,-612.6000000000058,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.2969909166666669,3.568770333333333,0.0,0.0
2012-11-25,-613.2000000000044,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.306600166666667,3.56146175,0.0,0.0
2012-11-26,-612.5,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.3181035,3.5405276666666663,0.0,0.0
2012-11-27,-613.5999999999985,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.2986965833333333,3.567342333333333,0.0,0.0
2012-11-28,-613.0999999999985,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.3103883333333333,3.556562916666667,0.0,0.0
2012-11-29,-613.4000000000015,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.3265525,3.5521301666666667,0.0,0.0
2012-11-30,-613.5999999999985,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.32854575,3.5499881666666666,0.0,0.0
2012-12-01,-613.5,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.3259178333333332,3.553865583333333,0.0,0.0
2012-12-02,-613.5999999999985,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.3317488333333334,3.538683166666667,0.0,0.0
2012-12-03,-613.0,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.4292891666666667,3.615656333333333,0.0,0.0
2012-12-04,-613.1999999999971,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.2806185,3.933078916666666,0.0,0.0
2012-12-05,-613.5,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.2715844166666666,3.9315616666666666,0.0,0.0
2012-12-06,-614.5,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.25934725,3.92417375,0.0,0.0
2012-12-07,-614.2000000000044,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.258405166666667,3.9124225,0.0,0.0
2012-12-08,-613.5999999999985,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.2508784166666669,3.9112721666666665,0.0,0.0
2012-12-09,-614.3999999999942,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.2404361666666668,3.898876333333333,0.0,0.0
2012-12-10,-614.3999999999942,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.223657166666667,3.911936583333333,0.0,0.0
2012-12-11,-614.3999999999942,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.21817325,3.905887416666667,0.0,0.0
2012-12-12,-614.3999999999942,1295.0,515.0,933.0,7.0,10.0,48.7,312.0,-1.2098928333333332,3.9024066666666655,0.0,0.0
2012-12-13,-614.3999999999942,1295.0,515.0,933.0,7.0,9.0,47.8,305.0,-1.213919,3.902059583333333,0.0,0.0
2012-12-14,-614.3999999999942,1295.0,515.0,933.0,7.0,9.0,47.8,305.0,-1.2309855833333334,3.88139325,0.0,0.0
2012-12-15,-614.3999999999942,1295.0,515.0,933.0,7.0,9.0,47.8,305.0,-1.2324730833333333,3.881284166666666,0.0,0.0
2012-12-16,-614.3999999999942,1295.0,515.0,933.0,7.0,9.0,47.8,305.0,-1.2141074166666666,3.9046974166666666,0.0,0.0
2012-12-17,-614.3999999999942,1295.0,515.0,933.0,7.0,9.0,47.8,305.0,-1.2087623333333333,3.904340416666667,0.0,0.0
2012-12-18,-614.3999999999942,1295.0,515.0,933.0,7.0,9.0,47.8,305.0,-1.19597975,3.900661333333333,0.0,0.0
2012-12-19,-614.3999999999942,1295.0,515.0,933.0,7.0,9.0,47.8,305.0,-1.1858151666666668,3.9108755,0.0,0.0
2012-12-20,-614.3999999999942,1295.0,515.0,933.0,7.0,9.0,48.0,301.0,-1.1907338333333333,3.9204748333333335,0.0,0.0
2012-12-21,-614.3999999999942,1295.0,515.0,933.0,7.0,9.0,48.0,301.0,-1.2101010833333332,3.8920239166666666,0.0,0.0
2012-12-22,-614.3999999999942,1295.0,515.0,933.0,7.0,9.0,48.0,301.0,-1.2022966666666666,3.9222300833333335,0.0,0.0
2012-12-23,-614.3999999999942,1295.0,515.0,933.0,7.0,9.0,48.0,301.0,-1.1813824166666669,3.931720333333333,0.0,0.0
2012-12-24,-614.3999999999942,1295.0,515.0,933.0,7.0,9.0,48.0,301.0,-1.1848929166666666,3.931859166666667,0.0,0.0
2012-12-25,-614.3999999999942,1295.0,515.0,933.0,7.0,9.0,48.0,301.0,-1.2029610833333333,3.930698916666667,0.0,0.0
2012-12-26,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.0,301.0,-1.20300075,3.928705666666666,0.0,0.0
2012-12-27,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.0,301.0,-1.2061939166666666,3.923787,0.0,0.0
2012-12-28,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.0,301.0,-1.2169435833333333,3.9142471666666654,0.0,0.0
2012-12-29,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.0,301.0,-1.2008984166666667,3.9374819166666666,0.0,0.0
2012-12-30,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.0,301.0,-1.2018900833333337,3.9239555833333335,0.0,0.0
2012-12-31,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.0,301.0,-1.16902625,3.949848,0.0,0.0
2013-01-01,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.0,301.0,-1.1797461666666669,3.9504826666666655,0.0,0.0
2013-01-02,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.0,301.0,-1.1886711666666667,3.9503339166666662,0.0,0.0
2013-01-03,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.0,301.0,-1.20294125,3.940337916666667,0.0,0.0
2013-01-04,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.0,301.0,-1.2135520833333333,3.9092194166666654,0.0,0.0
2013-01-05,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.0,301.0,-1.2281593333333334,3.8921528333333337,0.0,0.0
2013-01-06,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.0,301.0,-1.2304996666666663,3.886054083333333,0.0,0.0
2013-01-07,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.4,277.0,-1.2340795833333331,3.8857268333333335,0.0,0.0
2013-01-08,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.4,277.0,-1.2427665833333337,3.884199666666667,0.0,0.0
2013-01-09,-614.3999999999942,753.0,334.0,521.0,8.0,9.0,48.4,277.0,-1.24471025,3.884239333333333,0.0,0.0
2013-01-10,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.2387503333333332,3.88454675,0.0,0.0
2013-01-11,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.2437384166666667,3.879152083333333,0.0,0.0
2013-01-12,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.2585539166666666,3.870911333333333,0.0,0.0
2013-01-13,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.2713365,3.8510185,0.0,0.0
2013-01-14,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.2598133333333337,3.863682083333333,0.0,0.0
2013-01-15,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.2405650833333337,3.891181,0.0,0.0
2013-01-16,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.2545674166666667,3.8837435,0.0,0.0
2013-01-17,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.266517,3.87306325,0.0,0.0
2013-01-18,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.259972,3.881978333333333,0.0,0.0
2013-01-19,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.2765725,3.8776050833333335,0.0,0.0
2013-01-20,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.285338833333333,3.8806693333333335,0.0,0.0
2013-01-21,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.3002733333333334,3.864693583333333,0.0,0.0
2013-01-22,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.30712575,3.888969583333333,0.0,0.0
2013-01-23,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.29177475,3.8895546666666663,0.0,0.0
2013-01-24,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.28261175,3.890467,0.0,0.0
2013-01-25,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.27981525,3.8897430833333337,0.0,0.0
2013-01-26,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.2806284166666666,3.8826725,0.0,0.0
2013-01-27,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.2772865,3.8766828333333336,0.0,0.0
2013-01-28,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,48.4,277.0,-1.278179,3.8761275,0.0,0.0
2013-01-29,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,44.8,278.0,-1.2897914166666666,3.873350833333333,0.0,0.0
2013-01-30,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,44.8,278.0,-1.2993709166666667,3.86312675,0.0,0.0
2013-01-31,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,44.8,278.0,-1.3075918333333334,3.840298583333333,0.0,0.0
2013-02-01,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,44.8,278.0,-1.3202950833333331,3.8124525833333336,0.0,0.0
2013-02-02,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,44.8,278.0,-1.3217825833333332,3.8397234166666663,0.0,0.0
2013-02-03,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,44.8,278.0,-1.3148111666666666,3.83260325,0.0,0.0
2013-02-04,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,44.8,278.0,-1.327573916666667,3.8478154166666663,0.0,0.0
2013-02-05,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,46.1,258.0,-1.3285655833333332,3.8602806666666662,0.0,0.0
2013-02-06,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,46.1,258.0,-1.3222784166666666,3.867043833333333,0.0,0.0
2013-02-07,-614.3999999999942,563.0,346.0,441.0,5.0,9.0,46.1,258.0,-1.31373025,3.868283416666667,0.0,0.0
2013-02-08,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,46.1,258.0,-1.3152574166666666,3.8565718333333336,0.0,0.0
2013-02-09,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,46.1,258.0,-1.32461875,3.840149833333333,0.0,0.0
2013-02-10,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,46.1,258.0,-1.3272169166666667,3.8304315,0.0,0.0
2013-02-11,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,46.1,258.0,-1.33399,3.828269666666667,0.0,0.0
2013-02-12,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,46.1,258.0,-1.34788325,3.8029425,0.0,0.0
2013-02-13,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,46.1,258.0,-1.3492120833333334,3.80642325,0.0,0.0
2013-02-14,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,50.7,278.0,-1.3589998333333335,3.7911813333333337,0.0,0.0
2013-02-15,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,50.7,278.0,-1.3709494166666667,3.78357525,0.0,0.0
2013-02-16,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,50.7,278.0,-1.360685666666667,3.7915185,0.0,0.0
2013-02-17,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,50.7,278.0,-1.3743706666666666,3.766121916666666,0.0,0.0
2013-02-18,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,50.7,278.0,-1.4017406666666667,3.77816075,0.0,0.0
2013-02-19,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,50.7,278.0,-1.3902869166666667,3.818253833333333,0.0,0.0
2013-02-20,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,50.7,278.0,-1.3837815833333331,3.832890833333333,0.0,0.0
2013-02-21,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,50.7,278.0,-1.3923,3.8275854166666665,0.0,0.0
2013-02-22,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,50.7,278.0,-1.4034959166666667,3.794116666666667,0.0,0.0
2013-02-23,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,50.7,278.0,-1.4347234999999998,3.7814530833333335,0.0,0.0
2013-02-24,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,50.7,278.0,-1.4605465000000002,3.7732718333333337,0.0,0.0
2013-02-25,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,50.7,278.0,-1.4678055,3.760866083333333,0.0,0.0
2013-02-26,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,50.7,278.0,-1.4759768333333334,3.733853083333333,0.0,0.0
2013-02-27,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,53.6,314.0,-1.4732200000000002,3.7451779166666666,0.0,0.0
2013-02-28,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,53.6,314.0,-1.4623414166666666,3.7548169166666665,0.0,0.0
2013-03-01,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,53.6,314.0,-1.4778709166666666,3.759527333333333,0.0,0.0
2013-03-02,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,53.6,314.0,-1.4777519166666666,3.8121154166666655,0.0,0.0
2013-03-03,-614.3999999999942,761.0,466.0,631.0,6.0,9.0,53.6,314.0,-1.4906931666666667,3.794315,0.0,0.0
2013-03-04,-614.3999999999942,266.0,512.0,390.0,5.0,9.0,53.6,314.0,-1.4967720833333331,3.78083825,0.0,0.0
2013-03-05,-614.3999999999942,266.0,512.0,390.0,5.0,9.0,56.1,311.0,-1.5022659166666663,3.7726074166666663,0.0,0.0
2013-03-06,-614.3999999999942,266.0,512.0,390.0,5.0,9.0,57.5,305.0,-1.5241024166666666,3.7306599166666663,0.0,0.0
2013-03-07,-614.3999999999942,266.0,512.0,390.0,5.0,9.0,57.5,305.0,-1.538194,3.691518833333333,0.0,0.0
2013-03-08,-614.3999999999942,266.0,512.0,390.0,5.0,9.0,57.5,305.0,-1.5414466666666666,3.6675304166666662,0.0,0.0
2013-03-09,-614.3999999999942,266.0,512.0,390.0,5.0,9.0,57.5,305.0,-1.54042525,3.660777166666667,0.0,0.0
2013-03-10,-614.3999999999942,266.0,512.0,390.0,5.0,9.0,57.5,305.0,-1.5522756666666666,3.6452675,0.0,0.0
2013-03-11,-614.3999999999942,266.0,512.0,390.0,5.0,9.0,57.5,305.0,-1.5557861666666666,3.6370961666666655,0.0,0.0
2013-03-12,-614.3999999999942,266.0,512.0,390.0,5.0,9.0,57.6,272.0,-1.5727436666666668,3.615676166666667,0.0,0.0
2013-03-13,-614.3999999999942,266.0,512.0,390.0,5.0,9.0,57.6,272.0,-1.5993302500000002,3.6043414166666663,0.0,0.0
2013-03-14,-614.6999999999971,266.0,512.0,390.0,5.0,9.0,57.6,272.0,-1.593886,3.649492,0.0,0.0
2013-03-15,-614.8000000000029,266.0,512.0,390.0,5.0,9.0,57.6,272.0,-1.6083544166666668,3.626723333333333,0.0,0.0
2013-03-16,-615.0,266.0,512.0,390.0,5.0,9.0,57.6,272.0,-1.6298636666666668,3.607048666666667,0.0,0.0
2013-03-17,-614.1999999999971,266.0,512.0,390.0,5.0,9.0,57.6,272.0,-1.6417041666666667,3.5764855,0.0,0.0
2013-03-18,-612.7999999999956,266.0,512.0,390.0,5.0,9.0,57.6,272.0,-1.6608730833333334,3.5551646666666668,0.0,0.0
2013-03-19,-614.0,266.0,512.0,390.0,5.0,9.0,57.0,307.0,-1.6513233333333333,3.58782025,0.0,0.0
2013-03-20,-613.9000000000015,266.0,512.0,390.0,5.0,9.0,57.0,307.0,-1.6618250833333337,3.565041666666666,0.0,0.0
2013-03-21,-614.0,266.0,512.0,390.0,5.0,9.0,57.0,307.0,-1.64550225,3.572310583333333,0.0,0.0
2013-03-22,-613.7999999999956,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.6536636666666666,3.5574256666666666,0.0,0.0
2013-03-23,-614.3999999999942,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.6545165,3.55691,0.0,0.0
2013-03-24,-614.1000000000058,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.6660198333333334,3.5316919166666665,0.0,0.0
2013-03-25,-613.9000000000015,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.6591872499999998,3.526495583333333,0.0,0.0
2013-03-26,-614.5,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.6558155833333332,3.523570166666667,0.0,0.0
2013-03-27,-614.5,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.6721285,3.501029583333333,0.0,0.0
2013-03-28,-613.9000000000015,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.6814898333333332,3.487761083333333,0.0,0.0
2013-03-29,-614.1999999999971,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.6872018333333332,3.4764164166666665,0.0,0.0
2013-03-30,-613.0999999999985,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.6896215,3.4667179166666666,0.0,0.0
2013-03-31,-613.5999999999985,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.7093655833333334,3.453578333333333,0.0,0.0
2013-04-01,-613.7000000000044,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.72701725,3.441648583333333,0.0,0.0
2013-04-02,-613.3000000000029,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.7453630833333331,3.4161528333333333,0.0,0.0
2013-04-03,-614.2999999999956,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.725619,3.4273586666666667,0.0,0.0
2013-04-04,-613.8999999999942,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.7233381666666665,3.4135943333333336,0.0,0.0
2013-04-05,-613.3999999999942,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.725162833333333,3.39010175,0.0,0.0
2013-04-06,-613.5999999999985,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.7396015,3.3477575833333333,0.0,0.0
2013-04-07,-614.0999999999985,266.0,512.0,390.0,5.0,9.0,56.2,285.0,-1.68263025,3.4372356666666666,0.0,0.0
2013-04-08,-614.5999999999985,266.0,512.0,390.0,5.0,8.0,57.4,270.0,-1.6790106666666669,3.4549369166666666,0.0,0.0
2013-04-09,-614.2999999999956,266.0,512.0,390.0,5.0,8.0,57.4,270.0,-1.69256675,3.4384851666666667,0.0,0.0
2013-04-10,-614.5999999999985,266.0,512.0,390.0,5.0,8.0,57.4,270.0,-1.6960574166666669,3.425732333333333,0.0,0.0
2013-04-11,-614.7000000000044,266.0,512.0,390.0,5.0,8.0,57.4,270.0,-1.6979515,3.4118886666666666,0.0,0.0
2013-04-12,-615.2999999999956,266.0,512.0,390.0,5.0,8.0,57.4,270.0,-1.7044965,3.4034099166666665,0.0,0.0
2013-04-13,-615.2999999999956,266.0,512.0,390.0,5.0,8.0,57.4,270.0,-1.7113191666666667,3.39111325,0.0,0.0
2013-04-14,-614.7000000000044,266.0,512.0,390.0,5.0,8.0,57.4,270.0,-1.7407518333333334,3.37094275,0.0,0.0
2013-04-15,-614.9000000000015,620.0,271.0,422.0,5.0,8.0,52.5,282.0,-1.74546225,3.3827535,0.0,0.0
2013-04-16,-614.5,620.0,271.0,422.0,5.0,8.0,55.1,285.0,-1.7467613333333334,3.377339,0.0,0.0
2013-04-17,-614.4000000000015,620.0,271.0,422.0,5.0,8.0,55.1,285.0,-1.7504305,3.3792529166666667,0.0,0.0
2013-04-18,-613.7999999999956,620.0,271.0,422.0,5.0,8.0,55.1,285.0,-1.738818083333333,3.390766166666667,0.0,0.0
2013-04-19,-614.3999999999942,620.0,271.0,422.0,5.0,8.0,55.1,285.0,-1.7356546666666668,3.391658666666667,0.0,0.0
2013-04-20,-613.5,620.0,271.0,422.0,5.0,8.0,55.1,285.0,-1.7312516666666669,3.3862739166666667,0.0,0.0
2013-04-21,-614.0999999999985,620.0,271.0,422.0,5.0,8.0,55.1,285.0,-1.7169518333333331,3.403885916666667,0.0,0.0
2013-04-22,-614.1999999999971,620.0,271.0,422.0,5.0,8.0,55.1,285.0,-1.711229916666667,3.407922,0.0,0.0
2013-04-23,-614.4000000000015,620.0,271.0,422.0,5.0,8.0,55.1,285.0,-1.7224555833333337,3.388356416666667,0.0,0.0
2013-04-24,-614.8000000000029,620.0,271.0,422.0,5.0,8.0,55.1,285.0,-1.7262834166666667,3.3746317500000003,0.0,0.0
2013-04-25,-613.9000000000015,620.0,271.0,422.0,5.0,7.0,61.5,273.0,-1.72558925,3.380948666666667,0.0,0.0
2013-04-26,-613.7000000000044,620.0,271.0,422.0,5.0,7.0,61.5,273.0,-1.7417435,3.378092666666667,0.0,0.0
2013-04-27,-613.5,620.0,271.0,422.0,5.0,7.0,61.5,273.0,-1.73921475,3.381960166666667,0.0,0.0
2013-04-28,-613.3999999999942,620.0,271.0,422.0,5.0,7.0,61.5,273.0,-1.7549624166666666,3.3714485,0.0,0.0
2013-04-29,-613.2999999999956,620.0,271.0,422.0,5.0,7.0,61.5,273.0,-1.7748949166666668,3.347281583333333,0.0,0.0
2013-04-30,-613.5999999999985,620.0,271.0,422.0,5.0,7.0,61.5,273.0,-1.786309,3.3309785833333336,0.0,0.0
2013-05-01,-613.8000000000029,620.0,271.0,422.0,5.0,7.0,61.5,273.0,-1.7658707500000002,3.3403200833333333,0.0,0.0
2013-05-02,-612.8999999999942,620.0,271.0,422.0,5.0,7.0,61.5,273.0,-1.7467514166666664,3.347589,0.0,0.0
2013-05-03,-613.5,620.0,271.0,422.0,5.0,7.0,61.5,273.0,-1.74456975,3.3453875,0.0,0.0
2013-05-04,-613.2000000000044,620.0,271.0,422.0,5.0,7.0,61.5,273.0,-1.7502718333333334,3.33667075,0.0,0.0
2013-05-05,-613.5999999999985,620.0,271.0,422.0,5.0,7.0,61.5,273.0,-1.75807625,3.3263276666666663,0.0,0.0
2013-05-06,-613.9000000000015,620.0,271.0,422.0,5.0,7.0,61.5,273.0,-1.7737247500000002,3.3061968333333334,0.0,0.0
2013-05-07,-614.1999999999971,620.0,271.0,422.0,5.0,7.0,61.5,273.0,-1.77830625,3.2929580833333336,0.0,0.0
2013-05-08,-613.5999999999985,620.0,271.0,422.0,5.0,6.0,70.9,301.0,-1.7776616666666667,3.286740333333333,0.0,0.0
2013-05-09,-613.4000000000015,620.0,271.0,422.0,5.0,6.0,70.9,301.0,-1.8145814166666667,3.2681664166666664,0.0,0.0
2013-05-10,-614.2000000000044,620.0,271.0,422.0,5.0,6.0,70.9,301.0,-1.8198075,3.2471728333333334,0.0,0.0
2013-05-11,-614.0999999999985,620.0,271.0,422.0,5.0,6.0,70.9,301.0,-1.8074711666666667,3.2714389166666664,0.0,0.0
2013-05-12,-613.8000000000029,620.0,271.0,422.0,5.0,6.0,70.9,301.0,-1.7972371666666669,3.2842909166666665,0.0,0.0
2013-05-13,-613.6999999999971,620.0,271.0,422.0,5.0,4.0,75.0,304.0,-1.8052994166666665,3.275108083333333,0.0,0.0
2013-05-14,-614.0999999999985,620.0,271.0,422.0,5.0,4.0,75.0,304.0,-1.8111304166666664,3.2635155,0.0,0.0
2013-05-15,-614.1000000000058,620.0,271.0,422.0,5.0,4.0,75.0,304.0,-1.8139269166666667,3.2539657500000003,0.0,0.0
2013-05-16,-614.0999999999985,620.0,271.0,422.0,5.0,4.0,71.5,290.0,-1.8120725,3.2447630833333334,0.0,0.0
2013-05-17,-614.3000000000029,872.0,268.0,575.0,6.0,4.0,71.5,290.0,-1.804754,3.23819825,0.0,0.0
2013-05-18,-614.3000000000029,872.0,268.0,575.0,6.0,4.0,71.5,290.0,-1.8052696666666668,3.215370083333333,0.0,0.0
2013-05-19,-613.6999999999971,872.0,268.0,575.0,6.0,4.0,71.5,290.0,-1.8060431666666668,3.1993050833333334,0.0,0.0
2013-05-20,-613.0999999999985,872.0,268.0,575.0,6.0,4.0,71.5,281.0,-1.788203083333333,3.228579083333333,0.0,0.0
2013-05-21,-613.9000000000015,872.0,268.0,575.0,6.0,4.0,72.3,268.0,-1.7860214166666666,3.231197083333333,0.0,0.0
2013-05-22,-614.0999999999985,872.0,268.0,575.0,6.0,4.0,72.3,268.0,-1.7907516666666667,3.22671475,0.0,0.0
2013-05-23,-614.1000000000058,872.0,268.0,575.0,6.0,4.0,72.3,268.0,-1.79972625,3.2167485,0.0,0.0
2013-05-24,-614.0,872.0,268.0,575.0,6.0,4.0,74.0,304.0,-1.8073521666666668,3.207526,0.0,0.0
2013-05-25,-613.9000000000015,872.0,268.0,575.0,6.0,4.0,74.0,304.0,-1.81864725,3.2003959166666665,0.0,0.0
2013-05-26,-613.7999999999956,872.0,268.0,575.0,6.0,4.0,74.0,304.0,-1.8501921666666667,3.18911075,0.0,0.0
2013-05-27,-614.0,872.0,268.0,575.0,6.0,4.0,74.0,304.0,-1.8524928333333333,3.172530083333333,0.0,0.0
2013-05-28,-613.6999999999971,872.0,268.0,575.0,6.0,4.0,74.0,304.0,-1.8466618333333331,3.165350416666667,0.0,0.0
2013-05-29,-613.3000000000029,872.0,268.0,575.0,6.0,4.0,74.0,304.0,-1.8413068333333331,3.1978473333333333,0.0,0.0
2013-05-30,-613.1999999999971,872.0,268.0,575.0,6.0,4.0,74.0,304.0,-1.835089083333333,3.1985018333333333,0.0,0.0
2013-05-31,-613.1999999999971,872.0,268.0,575.0,6.0,3.0,73.9,298.0,-1.8341271666666668,3.1888628333333333,0.0,0.0
2013-06-01,-613.6999999999971,872.0,268.0,575.0,6.0,3.0,73.9,298.0,-1.8274036666666669,3.194505416666667,0.0,0.0
2013-06-02,-612.8000000000029,872.0,268.0,575.0,6.0,3.0,73.9,298.0,-1.8219098333333332,3.2286187500000003,0.0,0.0
2013-06-03,-613.9000000000015,872.0,268.0,575.0,6.0,3.0,73.9,298.0,-1.8137583333333331,3.2417087500000004,0.0,0.0
2013-06-04,-613.4000000000015,872.0,268.0,575.0,6.0,3.0,74.3,292.0,-1.8221478333333332,3.24581425,0.0,0.0
2013-06-05,-613.4000000000015,872.0,268.0,575.0,6.0,3.0,74.3,292.0,-1.8372013333333332,3.23456875,0.0,0.0
2013-06-06,-613.7000000000044,872.0,268.0,575.0,6.0,3.0,74.3,292.0,-1.8490120833333328,3.21749225,0.0,0.0
2013-06-07,-613.4000000000015,872.0,268.0,575.0,6.0,3.0,75.8,276.0,-1.8481096666666668,3.212781833333333,0.0,0.0
2013-06-08,-613.5999999999985,872.0,268.0,575.0,6.0,3.0,75.8,276.0,-1.84589825,3.2063062500000004,0.0,0.0
2013-06-09,-613.8000000000029,872.0,268.0,575.0,6.0,3.0,75.8,276.0,-1.8396805,3.2077144166666667,0.0,0.0
2013-06-10,-614.0999999999985,872.0,268.0,575.0,6.0,3.0,75.8,276.0,-1.829575416666667,3.212028166666667,0.0,0.0
